variant_key,variant,query_id,precision_at_k,recall_at_k,mrr,ndcg_at_k,map,predicted_ids
full_composite,Full composite,cv_09,0.4,1.0,1.0,0.9639404333166532,0.8333333333333333,job_07|job_10|job_05|job_11|job_12
full_composite,Full composite,cv_10,0.4,1.0,1.0,1.0,1.0,job_15|job_04|job_01|job_02|job_13
full_composite,Full composite,cv_11,0.4,1.0,1.0,1.0,1.0,job_14|job_03|job_05|job_10|job_11
full_composite,Full composite,cv_12,0.4,1.0,1.0,1.0,1.0,job_06|job_01|job_04|job_11|job_10
full_composite,Full composite,cv_13,0.2,1.0,1.0,1.0,1.0,job_02|job_06|job_01|job_13|job_04
full_composite,Full composite,cv_14,0.4,1.0,1.0,1.0,1.0,job_01|job_04|job_06|job_15|job_13
full_composite,Full composite,cv_15,0.2,1.0,1.0,1.0,1.0,job_14|job_03|job_10|job_01|job_06
full_composite,Full composite,cv_16,0.4,1.0,1.0,1.0,1.0,job_08|job_02|job_13|job_15|job_06
full_composite,Full composite,cv_17,0.4,1.0,1.0,1.0,1.0,job_05|job_07|job_03|job_10|job_14
full_composite,Full composite,cv_18,0.4,1.0,1.0,1.0,1.0,job_01|job_04|job_06|job_08|job_15
full_composite,Full composite,cv_19,0.2,1.0,1.0,1.0,1.0,job_09|job_12|job_10|job_11|job_05
full_composite,Full composite,cv_20,0.2,1.0,1.0,1.0,1.0,job_11|job_06|job_01|job_12|job_13
full_composite,Full composite,cv_21,0.2,1.0,1.0,1.0,1.0,job_04|job_01|job_02|job_06|job_08
full_composite,Full composite,cv_22,0.4,1.0,1.0,1.0,1.0,job_15|job_04|job_13|job_02|job_06
full_composite,Full composite,cv_23,0.2,1.0,1.0,1.0,1.0,job_08|job_02|job_06|job_11|job_01
full_composite,Full composite,cv_24,0.4,1.0,1.0,1.0,1.0,job_01|job_06|job_10|job_14|job_13
full_composite,Full composite,cv_25,0.2,1.0,1.0,1.0,1.0,job_12|job_05|job_10|job_09|job_03
full_composite,Full composite,cv_26,0.2,1.0,1.0,1.0,1.0,job_15|job_04|job_13|job_02|job_01
full_composite,Full composite,cv_27,0.2,0.5,1.0,0.8262346571285599,0.6111111111111112,job_10|job_05|job_11|job_06|job_03
full_composite,Full composite,cv_28,0.2,1.0,1.0,1.0,1.0,job_11|job_01|job_08|job_04|job_15
full_composite,Full composite,cv_29,0.2,1.0,1.0,1.0,1.0,job_14|job_03|job_12|job_10|job_01
full_composite,Full composite,cv_30,0.2,1.0,1.0,1.0,1.0,job_13|job_02|job_15|job_01|job_08
rrf_ensemble,RRF ensemble,cv_01,0.2,0.5,1.0,0.8262346571285599,0.6666666666666666,job_01|job_04|job_06|job_03|job_02
rrf_ensemble,RRF ensemble,cv_02,0.2,0.5,1.0,0.8262346571285599,0.6666666666666666,job_02|job_01|job_04|job_03|job_08
rrf_ensemble,RRF ensemble,cv_03,0.2,0.5,0.5,0.52129602861432,0.3269230769230769,job_01|job_03|job_02|job_05|job_06
rrf_ensemble,RRF ensemble,cv_04,0.4,1.0,0.5,0.6278397607958708,0.45,job_01|job_04|job_06|job_02|job_15
rrf_ensemble,RRF ensemble,cv_05,0.4,1.0,1.0,0.9327783893101107,0.7,job_05|job_03|job_01|job_02|job_07
rrf_ensemble,RRF ensemble,cv_06,0.4,1.0,1.0,0.9639404333166532,0.8333333333333333,job_01|job_02|job_06|job_04|job_03
rrf_ensemble,RRF ensemble,cv_07,0.2,1.0,0.3333333333333333,0.5,0.3333333333333333,job_01|job_02|job_03|job_08|job_06
rrf_ensemble,RRF ensemble,cv_08,0.2,1.0,0.25,0.4306765580733931,0.25,job_02|job_01|job_04|job_13|job_03
rrf_ensemble,RRF ensemble,cv_09,0.4,1.0,0.5,0.6590018048024133,0.5833333333333333,job_01|job_07|job_05|job_03|job_02
rrf_ensemble,RRF ensemble,cv_10,0.2,0.5,0.3333333333333333,0.13770577618809332,0.3333333333333333,job_01|job_02|job_04|job_03|job_06
rrf_ensemble,RRF ensemble,cv_11,0.2,0.5,1.0,0.6131471927654584,0.5714285714285714,job_03|job_02|job_05|job_01|job_07
rrf_ensemble,RRF ensemble,cv_12,0.4,1.0,1.0,1.0,1.0,job_06|job_01|job_02|job_04|job_03
rrf_ensemble,RRF ensemble,cv_13,0.2,1.0,1.0,1.0,1.0,job_02|job_01|job_04|job_03|job_06
rrf_ensemble,RRF ensemble,cv_14,0.4,1.0,1.0,1.0,1.0,job_01|job_04|job_03|job_02|job_06
rrf_ensemble,RRF ensemble,cv_15,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,job_01|job_03|job_02|job_05|job_06
rrf_ensemble,RRF ensemble,cv_16,0.4,1.0,0.5,0.6590018048024133,0.5833333333333333,job_01|job_08|job_02|job_03|job_04
rrf_ensemble,RRF ensemble,cv_17,0.4,1.0,1.0,0.9327783893101107,0.7,job_05|job_01|job_03|job_02|job_07
rrf_ensemble,RRF ensemble,cv_18,0.4,1.0,1.0,1.0,1.0,job_01|job_04|job_03|job_06|job_02
rrf_ensemble,RRF ensemble,cv_19,0.2,1.0,0.5,0.6309297535714574,0.5,job_01|job_09|job_02|job_03|job_04
rrf_ensemble,RRF ensemble,cv_20,0.2,1.0,0.5,0.6309297535714574,0.5,job_01|job_11|job_02|job_03|job_07
rrf_ensemble,RRF ensemble,cv_21,0.2,1.0,0.3333333333333333,0.5,0.3333333333333333,job_02|job_01|job_04|job_03|job_06
rrf_ensemble,RRF ensemble,cv_22,0.2,0.5,0.5,0.38685280723454163,0.41666666666666663,job_01|job_04|job_03|job_02|job_06
rrf_ensemble,RRF ensemble,cv_23,0.2,1.0,0.25,0.43067655807339306,0.25,job_01|job_03|job_02|job_08|job_06
rrf_ensemble,RRF ensemble,cv_24,0.4,1.0,1.0,0.9197207891481876,0.8333333333333333,job_01|job_02|job_06|job_03|job_04
rrf_ensemble,RRF ensemble,cv_25,0.2,1.0,0.2,0.38685280723454163,0.2,job_02|job_03|job_05|job_01|job_12
rrf_ensemble,RRF ensemble,cv_26,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,job_01|job_02|job_04|job_03|job_13
rrf_ensemble,RRF ensemble,cv_27,0.2,0.5,0.3333333333333333,0.41311732856427996,0.30952380952380953,job_01|job_03|job_10|job_05|job_02
rrf_ensemble,RRF ensemble,cv_28,0.0,0.0,0.125,0.0,0.125,job_01|job_03|job_02|job_04|job_08
rrf_ensemble,RRF ensemble,cv_29,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,job_01|job_03|job_02|job_05|job_06
rrf_ensemble,RRF ensemble,cv_30,0.0,0.0,0.125,0.0,0.125,job_02|job_01|job_03|job_04|job_06
